Plant,SaleMan,Customer,Item,Description,ค่าเผื่อ,Back Order,Safety,สต็อก,มีพีโอ,เกินพีโอ,ผลิตล่าสุด,ขายล่าสุด,อายุ,Reason (ที่มา),Action (วิธีการ),Remarks,Commit Date,Planning Remarks
P3/1 กลม,จตุระ,บจ. ธนบุรี สมาร์ท คาร์,G91-49-4PH-56089-210-00-0488-1,ข้าวเสาไห้ ตรากุ้งทองคำ 40 kg 12-25,#DIV/0!,"15,000",,"2,845","2,845",0,02/02/2026,06/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,ปิยวัฒน์,หจก. ไชยรุ่งเรืองสุรินทร์,G91-49-4SM-31049-200-02-0003-1,กส.ข้าวหอมมะลิ ตราสี่มงกุฎ 5 kg.,#DIV/0!,,"20,000","12,000","12,000",0,19/02/2026,19/02/2026,ไม่เกิน 30 วัน,17. ผลิตเกินค่า ( 0/-0),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,, งานเกินจากค่าเผื่อ
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-31048-210-02-0031-1,กส.ข้าวสารสุนัขตรากังหัน 5กก.,#DIV/0!,"10,000",,"9,464","9,464",0,18/02/2026,06/01/2025,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-31048-210-02-0035-1,กส.ข้าวหอมมะลิ ตราฟาร์มสุข 5 กก.ชมพู,#DIV/0!,"10,000",,"9,955","9,955",0,18/02/2026,29/11/2025,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-31048-210-02-0040-1,กส.ข้าวหอมมะลิ กังหัน 5 กก. เหลือง 9-25,-1,"7,740",,"6,928","6,928",0,03/12/2025,13/12/2025,2-4 เดือน,,,,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-41064-210-00-0034-1,กส.ข้าวหอมมะลิ ตราฟาร์มสุข 15 กก. ชมพู,#DIV/0!,"3,000",,"3,000","3,000",0,04/10/2025,05/02/2026,5-6 เดือน,17. ผลิตเกินค่า (+0/-0),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-41064-210-00-0043-1,ข้าวหอมมะลิ ตรากังหัน 14 กก.น้ำเงิน,-1,"5,000",,"4,180","4,180",0,02/02/2026,05/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-41064-210-00-0044-1,ข้าวหอมมะลิ ตรากังหัน 14 กก.แดง,-1,"5,000",,"3,665","3,665",0,02/02/2026,05/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-58087-210-00-0005-1,ข้าวเหนียวเขี้ยวงู ตรากังหัน 40 กก.ม่วง,-1,"2,308",,"4,000","2,308","1,692",29/08/2025,05/02/2026,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,, ลูกค้ารับหมด รอเพิ่ม CO วันขาย
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-58087-210-00-0008-1,ข้าวหอมมะลิ ตรากังหัน 40 กก.ฟ้า,-1,"4,805",,"6,000","4,805","1,195",31/07/2025,05/02/2026,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-58087-210-00-0036-1,กส.ข้าวหอมมะลิตราฟาร์มสุข 40กก.ชมพู,#DIV/0!,"7,222",,"7,490","7,222",268,21/01/2026,17/01/2026,1 เดือน,29.งานผลิตอยู่ในค่าเผื่อ รอแผนลูกค้าเรียกเข้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,ขอเพิ่ม CO วันขาย,,-
P3/1 กลม,นรุตม์,บจ. มั่นคงธนา,G91-49-4ZP-58087-210-00-0041-1,ข้าวหอมมะลิ ตรากังหัน 40 กก.เหลือง 10-25,-1,"6,000",,"6,000","6,000",0,16/11/2025,17/01/2026,2-4 เดือน,,,,,-
P3/1 กลม,ชาญเดช,บจ. ยูนิ ทรินิตี้,G91-49-5DN-46074-21E-10-0012-E,ข้าวส่งออก_SLS-GTN-20kg-INT_*1678,#DIV/0!,,,980,0,980,19/12/2024,19/12/2024,เกินปี,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,,-
P3/1 กลม,ปันภัค,บจ. เพ็ทพัล โปรดักส์,G91-49-5EU-58094-210-00-0054-1,Smillie Cat Aduit 1+ 1x20 kg รสทูน่า,+5/-5 ติดTAG แทนการเขียนเบล,"10,000",,"3,200","3,200",0,10/02/2026,10/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,ปันภัค,บจ. เพ็ทพัล โปรดักส์,G91-49-5EU-58094-210-00-0058-1,Smillie Cat Aduit 1+ 1x20 kg รสแซลมอน,+5/-5 ติดTAG แทนการเขียนเบล,"10,000",,"4,879","4,879",0,09/02/2026,10/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,ปันภัค,บจ. เพ็ทพัล โปรดักส์,G91-49-5EU-58094-210-00-0064-1,Smillie Cat Aduit 1+ 1x20 kg รสปลาทู,+5/-5 ติดTAG แทนการเขียนเบล,"10,000",,"4,675","4,675",0,19/02/2026,10/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,นครินทร์,บจ. ศรีธนะ,G91-49-5EZ-31046-210-02-0001-1,กส.ข้าวขาวกอเดียว ตราบัวหงส์ 5 กก.,-1,,"20,000","12,925","12,925",0,14/01/2026,16/01/2026,1 เดือน,,,,,-
P3/1 กลม,นครินทร์,บจ. ศรีธนะ,G91-49-5EZ-41064-210-00-0002-1,กส.ข้าวขาวกอเดียว ตราบัวหงส์ 15 กก.,#DIV/0!,"30,000","30,000","69,387","60,000","9,387",22/10/2025,27/08/2025,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,งานโรง 1 สั่งซื้อตามความต้องการของฝ่ายขาย,,-
P3/1 กลม,,บจ. สบาย อะโกร อินเตอร์เทรด,G91-49-5HG-36053-301-01-0001-1,De Heus 3825S 5 kg.,-1,,,200,0,200,26/02/2025,28/02/2025,9-12 เดือน,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,,-
P3/1 กลม,,บจ. สบาย อะโกร อินเตอร์เทรด,G91-49-5HG-51092-310-00-0002-1,De Heus 3815 25 kg.,#DIV/0!,,,66,0,66,13/02/2025,28/02/2025,เกินปี,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,,-
P3/1 กลม,,บจ. สบาย อะโกร อินเตอร์เทรด,G91-49-5HG-51092-310-00-0003-1,De Heus 3825S 25 kg.,#DIV/0!,,,91,0,91,17/02/2025,28/02/2025,เกินปี,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอออเดอร์เพิ่ม,,-
P3/1 กลม,ศราวุฒิ,บจ. ย่งฮวดกรุ๊ป 7895,G91-49-5JN-38068-210-00-0004-1,กส.หอมมะลิ ตราไพลิน 14 กก.,#DIV/0!,"20,000",,"20,234","20,000",234,17/02/2026,05/11/2025,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,กิตติวัฒน์,บริษัท โรงสีไชยอุดมสุรินทร์ จำกัด,G91-49-663-31046-210-02-0110-1,นกพิราบ หอมปทุม น้ำเงิน 5กก 780D,-1,"15,000",,"12,885","12,885",0,08/12/2025,06/11/2025,2-4 เดือน,,,,, ลูกค้ารับหมด   รอเพิ่ม CO วันขาย
P3/1 กลม,กิตติวัฒน์,บริษัท โรงสีไชยอุดมสุรินทร์ จำกัด,G91-49-663-31046-210-02-0119-1,ข้าวหอมจัสมิน นกพิราบ5กก ฟ้า,#DIV/0!,"15,000",,"14,137","14,137",0,19/02/2026,14/01/2026,ไม่เกิน 30 วัน,,,,, ลูกค้ารับหมด
P3/1 กลม,กิตติวัฒน์,บริษัท โรงสีไชยอุดมสุรินทร์ จำกัด,G91-49-663-38067-210-02-0122-1,ข้าวหอมจัสมิน นกพิราบ15กก ฟ้า,#DIV/0!,"15,000",,"14,587","14,587",0,18/02/2026,23/01/2026,ไม่เกิน 30 วัน,,,,, ลูกค้ารับหมดรอเพิ่ม CO วันขาย
P3/1 กลม,กิตติวัฒน์,บริษัท โรงสีไชยอุดมสุรินทร์ จำกัด,G91-49-663-58087-110-00-0121-1,ข้าวหอมจัสมิน นกพิราบ45กก ฟ้า,#DIV/0!,"12,000",,"11,960","11,960",0,12/02/2026,14/01/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายติดตามแผนส่งมอบ,, ลูกค้ารับหมดรอเพิ่ม CO วันขาย
P3/1 กลม,ภูมิดล,บจ. ร่วมกำชัย,G91-49-892-38071-110-00-0192-1,กระสอบตราดอกแก้ว 15 กก_ทอง,-1,"10,000",,"9,830","9,830",0,19/02/2026,23/10/2025,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายติดตามแผนส่งมอบ,, ส่งตามค่าเผื่อได้
P3/1 กลม,ภูมิดล,บจ. ร่วมกำชัย,G91-49-892-38071-110-00-0198-1,สูตรทิพย์อุทัย 15 kg_06-23,-1,"5,500",,"5,500","5,500",0,26/08/2025,08/01/2026,5-6 เดือน,29.งานผลิตอยู่ในค่าเผื่อ รอแผนลูกค้าเรียกเข้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,ขอเพิ่ม CO วันขาย,, ส่งตามค่าเผื่อได้
P3/1 กลม,ภูมิดล,บจ. ร่วมกำชัย,G91-49-892-41067-210-00-0191-1,ข้าวเหนียวอุดร 14 กก.ฟ้า,-1,"30,000",,"29,756","29,756",0,04/02/2026,03/12/2025,ไม่เกิน 30 วัน,,,,,-
P3/1 กลม,ภูมิดล,บจ. ร่วมกำชัย,G91-49-892-58094-110-00-0193-1,กระสอบตราดอกแก้ว 45 กก_ทอง,-1,"5,000",,"4,990","4,990",0,03/01/2025,01/04/2025,เกินปี,,,,,-
P3/1 กลม,ภูมิดล,บจ. ร่วมกำชัย,G91-49-892-58094-110-00-0232-1,สูตรทิพย์อุทัย 45 kg_04-25,-1,"5,000",,"3,884","3,884",0,25/05/2025,26/06/2025,9-12 เดือน,,,,,-
P2/3,รณชัย,หจก.จรัญ13,G91-52-402-58091-120-10-1910-1,สารปรับปรุงดิน ราชาเกษตร 50 กก. 10-24,-1,,,"3,478",0,"3,478",26/11/2024,26/11/2024,เกินปี,19. งานติดปัญหาคุณภาพ Reprint ยอดขั้นต่ำของโรงงาน,8. ขายเม็ดหลอม,,,-
P3/1 ผ่า,"พณัฐพงษ์
",CARGILL INTERNATIONAL SA,G91-55-327-53086-014-00-0061B0,SPROUT ALL STOCK,#DIV/0!,"21,000",,"24,000","21,000","3,000",03/02/2026,08/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,"พณัฐพงษ์
",CARGILL INTERNATIONAL SA,G91-55-327-53086-014-00-0192B0,PRO FORCE FUEL 50# DS MTB,#DIV/0!,"105,000",,"12,500","12,500",0,08/02/2026,15/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,"พณัฐพงษ์
",CARGILL INTERNATIONAL SA,G91-55-327-53089-014-00-0139B0,CC SENIOR EQUINE MTB,#DIV/0!,"21,000",,"21,000","21,000",0,16/02/2026,02/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,"พณัฐพงษ์
",CARGILL INTERNATIONAL SA,G91-55-327-56086-014-00-0191B0,PRO FORCE SENIOR 50# DS MTB,-1,"70,000",,"42,500","42,500",0,19/02/2026,16/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,"พณัฐพงษ์
",CARGILL INTERNATIONAL SA,G91-55-327-56086-014-00-0193B0,PRO FORCE FUEL XF 50# DS MTB,-1,"15,000",,"15,000","15,000",0,13/02/2026,15/01/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0080-1,Wheat Flour_NEW,#DIV/0!,,"5,000","4,745","4,745",0,01/02/2026,18/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0081-1,กังหัน_NEW,#DIV/0!,"10,000","20,000","11,619","11,619",0,04/02/2026,18/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0082-1,ลูกกลิ้งเขียว_NEW,#DIV/0!,"5,000","5,000",500,500,0,06/02/2026,18/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0083-1,ลูกกลิ้งเหลือง_NEW,#DIV/0!,"20,000","15,000","28,683","28,683",0,08/02/2026,18/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,, งานเกินจากค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0084-1,กุลาแดง_NEW,#DIV/0!,,"5,000","5,316","5,000",316,15/01/2026,12/01/2026,1 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,, งานเกินจากค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0085-1,ปังแดง_NEW,#DIV/0!,,"10,000","10,229","10,000",229,09/02/2026,18/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0086-1,เส้นทอง_NEW,#DIV/0!,,"3,000","3,400","3,000",400,02/02/2026,04/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0087-1,ปังเหลือง_NEW,#DIV/0!,,"5,000","5,103","5,000",103,08/12/2025,15/12/2025,2-4 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0088-1,เส้นหยก_NEW,#DIV/0!,,"3,000","3,113","3,000",113,06/12/2025,15/12/2025,2-4 เดือน,12. มีพีโอ ลูกค้ายังไม่รับสินค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0089-1,ต้าหลงเปา_NEW,#DIV/0!,,,491,0,491,30/11/2025,01/12/2025,2-4 เดือน,17. ผลิตเกินค่า (+0/-0),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0090-1,ลูกกลิ้งแดง_NEW,#DIV/0!,"2,000","3,000","1,074","1,074",0,09/10/2025,18/02/2026,5-6 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0091-1,เส้นเหลือง_NEW,#DIV/0!,"5,000","5,000","9,612","9,612",0,02/02/2026,18/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ณัฐนันท์,บริษัท ทีเอส ฟลาวมิล,G91-91-4GU-48076-100-00-0093-1,กระสอบปังทอง_NEW,#DIV/0!,,,400,0,400,05/08/2025,05/08/2025,7-8 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,***รอฝ่ายขายแจ้งกลับ***,, งานเกินจากค่าเผื่อ
P2/1,ธนโชติ,บริษัท น้ำตาลสิงห์บุรี จำกัด,G91-91-773-60096-100-10-0009-L,SB047 Rev00 White 50 กก คาดเขียว QR,+0/-0 (ใช้เทปรัดเบลสีเหลือง),"59,390",,"29,400","29,400",0,17/02/2026,28/01/2026,ไม่เกิน 30 วัน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P2/1,ธนโชติ,น้ำตาลมิตรกาฬสินธุ์,G91-91-835-60094-100-10-0006-L,CC MK121 Rev00 White Sugar 50กก คาดเขียว,+0/-0 ( ใช้เทปรัดเบลสีแดง),0,,600,0,600,28/08/2023,28/08/2023,เกินปี,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,7. ขายเกรดบี,,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ปันภัค,บจ.บุญนภา เคมีคอล,G91-91-924-60095-120-10-0033-1,กส.ปุ๋ยตรามังกร 30-0-0 50 กก.ฟ้าสระบุรี,-1,800,,400,400,0,13/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บจ.บุญนภา เคมีคอล,G91-91-924-60101-120-10-0037-1,กส.ปุ๋ยตรามังกร 46-0-0 50 กก.ผ้าฟ้า2-23,-1,,,400,0,400,26/01/2025,24/01/2025,เกินปี,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",7. ขายเกรดบี,นำส่ง 26/1/2025 หลังจากขายไปแล้ว,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-91-963-51082-110-00-0003-L,MV170 R03 Refined Sugar 1x25 จีบ QR,+10/-10(ใช้เทปรัดเบลสีดำ),,,287,0,287,26/11/2025,10/01/2026,2-4 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,Lot : 715-0964,07/06/2024 0:00, ผลิตตามค่าเผื่อ
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-91-963-60096-10E-10-0005-L,MV086 R04 White Sugar คาดเขียวQR(UTSN),+0/-0(ใช้เทปรัดเบลสีดำ),"6,000",,"6,000","6,000",0,09/09/2025,27/08/2025,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P4,รณชัย,หจก.จรัญ13,G91-92-402-31049-100-02-0009-1,Speed Plus P2 5 กก.,-1,,,700,0,700,18/07/2024,23/07/2024,เกินปี,13. อื่นๆ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/2,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-92-439-51094-110-00-0001-1,CC Nutrena 150P Strong 30 kg.,0,,,700,0,700,20/12/2025,05/01/2026,2-4 เดือน,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/2,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-92-439-51094-110-00-0003-1,CC Nutrena 110P Strong 30 kg.,0,,,394,0,394,29/10/2022,31/10/2022,เกินปี,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,7. ขายเกรดบี,บจ.คาร์กิลล์สยาม คุณธฤต : ลูกค้ายกเลิกการใช้งานแล้ว,31/01/2026 0:00, ผลิตตามค่าเผื่อ
P2/2,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-92-439-51094-110-00-0011-1,CC Acco Feed 15P Strong 30 kg.,0,,,449,0,449,17/10/2025,20/10/2025,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บจ.คาร์กิลล์สยาม คุณธฤต : รอเรียกเข้า,15/03/2026 0:00, งานเกินจากการผลิตตามค่าเผื่อ
P4,ปันภัค,บจ. ไร้ส์แลนด์ฟูดส์,G91-92-4PR-31043-111-11-0004-E,กส.ข้าว Pandaroo Glutinous Rice 5 kg,#DIV/0!,"5,000",,"1,200","1,200",0,26/08/2025,27/08/2025,5-6 เดือน,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P4,กิตติวัฒน์,บริษัท โรงสีไชยอุดมสุรินทร์ จำกัด,G91-92-663-31046-110-00-0001-1,กระสอบข้าวเหลืองอ่อน ตรานกพิราบ 5กก.,-1,"8,000",,"8,448","8,000",448,12/11/2025,04/12/2025,2-4 เดือน,,,,,-
P2/1,ธฤต,บจ.อายิโนะโมะโตะ,G91-92-831-51074-600-10-0056-1,CC MSG RC India 25 kg.KPP_06-23,#DIV/0!,,,872,0,872,20/08/2025,19/08/2025,7-8 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,8. ขายเม็ดหลอม,,, งานเกินจากค่าเผื่อ
P2/1,ธฤต,บจ.อายิโนะโมะโตะ,G91-92-831-51074-600-10-0060-1,MSG LC India 25 kg. PTE,#DIV/0!,,,"1,650",0,"1,650",08/11/2024,09/11/2024,เกินปี,7. ผลิตเกินลูกค้าไม่รับเศษ,7. ขายเกรดบี,***รอฝ่ายขายแจ้งกลับ***,,  งานเกินจากการผลิตตามค่าเผื่อ
P2/1,ภูมิดล,บจ.นิสชิน เอสทีซี ฟลาวมิลลิ่ง,G91-A1-4GD-41067-110-10-0002-1,CCกส.แป้ง KFC 11.4 กก (ลบเลขฮาลาล)_06-23,#DIV/0!,"99,300","30,000","23,382","23,382",0,02/02/2026,19/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P3/1 ผ่า,ศตวรรษ,บจ. เจริญโภคภัณฑ์โปรดิ๊วส,G91-A5-210-38053-A12-10-0236-1,CC ข้าวโพด ตราดอกบัว 608 10kg 2025/02,-1,,,357,0,357,25/12/2025,31/10/2025,1 เดือน,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ศตวรรษ,บจ. เจริญโภคภัณฑ์โปรดิ๊วส,G91-A5-210-38053-A12-10-0238-1,CC ข้าวโพด ตราดอกบัว F-16 10kg 25/02,-1,,,16,0,16,25/12/2025,31/10/2025,1 เดือน,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,5. ลูกค้าไม่ใช้แล้ว ทำบันทึกขออนุมัติขายราคาพิเศษ,แจ้งฝ่ายขายติดตามขายเกรดบี,,-
P3/1 ผ่า,ศตวรรษ,บจ. เจริญโภคภัณฑ์โปรดิ๊วส,G91-A5-210-38056-A12-10-0247-1,ข้าวโพด ตราดอกบัว M-26 10kg Matt 25/12,0,67,,"1,818",67,"1,751",19/02/2026,18/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ศตวรรษ,บจ. เจริญโภคภัณฑ์โปรดิ๊วส,G91-A5-210-38056-A12-10-0248-1,ข้าวโพด ตราดอกบัว F-16 10kg Matt 25/12,0,,,84,0,84,16/02/2026,17/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,พณัฐพงษ์,PACIFIC RIM MFG ( GROUPD INC.DBA / PACIFIC RIM MFG.) ส่งแคนาดา / CPPC MARKETING INC. (CPMI) ส่ง อเมริกา,G91-A5-301-46072-B1A-00-1330-D,16.5# HA Cannine Salmon - cPCR 35% - Pin,+5/-5 Pinch/Pinch ยิงกาว,"8,000",,"4,730","4,730",0,06/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,พณัฐพงษ์,PACIFIC RIM MFG ( GROUPD INC.DBA / PACIFIC RIM MFG.) ส่งแคนาดา / CPPC MARKETING INC. (CPMI) ส่ง อเมริกา,G91-A5-301-46091-B1A-00-1333-D,25# HA Cannine Salmon - cPCR 35% - Pinch,+5/-5 Pinch/Pinch ยิงกาว,"55,700",,"31,778","31,778",0,08/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/3,ณัฐนันท์,บจก. เจบีเอฟ,G91-C1-4AF-51102-120-10-0008-1,กส.Select Feed113A 30กกNOV22,-1,,,300,0,300,31/05/2024,06/06/2024,เกินปี,32.ผลิตเกินค่า (+0/-5),7. ขายเกรดบี,,,-
